invoice_id,invoice_number,supplier_id,department_id,po_id,invoice_date,invoice_amount,currency,payment_terms_days,due_date,invoice_status,missing_po_flag,round_amount_flag,high_value_invoice_flag,invoice_due_days,duplicate_invoice_flag,supplier_name,supplier_category,supplier_country,onboarding_date,tax_id_clean,missing_tax_id_flag,bank_account,missing_bank_account_flag,department_name,business_unit,approval_threshold,po_supplier_id,po_department_id,po_date,po_amount,po_approval_status,po_buyer,payment_count,first_payment_date,last_payment_date,total_paid_amount,weekend_payment_flag,cash_payment_flag,pending_or_failed_payment_flag,payment_methods,payment_statuses,paid_flag,days_to_payment,days_late,payment_before_invoice_flag,late_payment_flag,very_late_payment_flag,payment_amount_difference,payment_amount_difference_pct,payment_amount_mismatch_flag,po_supplier_mismatch_flag,po_department_mismatch_flag,po_amount_difference,po_amount_difference_pct,invoice_exceeds_po_amount_flag,po_not_approved_flag,above_department_threshold_flag,invoice_month,invoice_quarter,invoice_year,audit_payment_status,duplicate_invoice_strict_flag,duplicate_invoice_number_amount_flag,previous_invoice_date_same_supplier_amount,days_since_previous_same_amount,same_supplier_same_amount_close_date_flag,audit_duplicate_risk_flag,audit_raw_risk_score,audit_rule_count,R01_missing_po_flag,R02_audit_duplicate_risk_flag,R03_round_amount_flag,R04_high_value_invoice_flag,R05_missing_tax_id_flag,R06_payment_before_invoice_flag,R07_very_late_payment_flag,R08_payment_amount_mismatch_flag,R09_weekend_payment_flag,R10_cash_payment_flag,R11_pending_or_failed_payment_flag,R12_po_supplier_mismatch_flag,R13_po_department_mismatch_flag,R14_invoice_exceeds_po_amount_flag,R15_po_not_approved_flag,R16_above_department_threshold_flag,audit_risk_score,audit_risk_level,primary_risk_driver
INV0001087,FCT-585748,SUP00009,DPT003,PO0001725,2024-12-28,3381.03,USD,45,2025-02-11,Validated,0,0,0,45,0,Supplier_0009,IT Services,Algeria,2016-04-01,TAX-57792402,0,DZ840812148954,0,IT,Operations,5000,SUP00009,DPT003,2024-05-28,46659.65,Rejected,Buyer_D,1,2025-02-07,2025-02-07,3420.29,0,0,0,Bank Transfer,Completed,1,41.0,-4.0,0,0,0,39.25999999999976,1.1611846094237483,0,0,0,-43278.62,-92.75384620330415,0,1,0,12,4,2024,Paid On Time or Early,0,0,,,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6.45,Low Risk,R15 - PO not approved
INV0001088,FCT-326958,SUP00005,DPT007,PO0002476,2024-01-24,2248.3,DZD,15,2024-02-08,Validated,0,0,0,15,0,Supplier_0005,Consulting,Algeria,2022-11-17,TAX-84459703,0,DZ840814585673,0,Human Resources,Corporate,25000,SUP00005,DPT007,2024-01-17,5830.89,Approved,Buyer_F,1,2024-04-07,2024-04-07,2164.87,1,0,0,Check,Completed,1,74.0,59.0,0,1,1,-83.43000000000029,-3.7108037183649993,0,0,0,-3582.59,-61.44156380929841,0,0,0,1,1,2024,Very Late Payment,0,0,,,0,0,15,2,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,8.06,Low Risk,R07 - Very late payment
INV0001089,FCT-764896,SUP00008,DPT009,,2024-12-21,24094.44,DZD,30,2025-01-20,Validated,1,0,0,30,0,Supplier_0008,Logistics,France,2023-08-22,TAX-93140497,0,DZ874720876257,0,Risk Management,Commercial,10000,,,,,,,1,2025-01-25,2025-01-25,23843.65,1,0,0,Bank Transfer,Completed,1,35.0,5.0,0,1,0,-250.78999999999724,-1.040862539241407,0,0,0,,,0,0,1,12,4,2024,Late Payment,0,0,,,0,0,23,3,12,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,12.37,Low Risk,R01 - Invoice without purchase order
INV0001090,FCT-834569,SUP00038,DPT002,PO0005159,2024-01-13,100000.0,DZD,45,2024-02-27,Validated,0,1,1,45,0,Supplier_0038,Consulting,Spain,2015-08-25,TAX-37261035,0,DZ273070611131,0,Procurement,Operations,50000,SUP00038,DPT002,2024-03-11,11050.75,Approved,Buyer_E,1,2024-03-17,2024-03-17,100176.08,1,0,0,Check,Completed,1,64.0,19.0,0,1,0,176.08000000000175,0.17608000000000174,0,0,0,88949.25,804.9159559305929,1,0,1,1,1,2024,Late Payment,0,0,,,0,0,39,5,0,0,6,12,0,0,0,0,5,0,0,0,0,10,0,6,20.97,Medium Risk,R04 - High-value invoice
INV0001091,FCT-440392,SUP00023,DPT002,PO0002473,2024-05-23,25400.36,DZD,30,2024-06-22,Validated,0,0,0,30,0,Supplier_0023,Telecom,Germany,2016-02-17,TAX-81809140,0,DZ776341729513,0,Procurement,Operations,50000,SUP00023,DPT002,2024-02-08,1906.95,Approved,Buyer_A,1,2024-06-24,2024-06-24,25316.13,0,0,0,Bank Transfer,Completed,1,32.0,2.0,0,1,0,-84.22999999999956,-0.3316094732515585,0,0,0,23493.41,1231.9887778913974,1,0,0,5,2,2024,Late Payment,0,0,,,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5.38,Low Risk,R14 - Invoice exceeds PO amount
INV0001092,FCT-743834,SUP00021,DPT010,PO0003592,2024-04-11,1954.28,DZD,60,2024-06-10,Validated,0,0,0,60,0,Supplier_0021,Maintenance,Algeria,2019-10-26,MISSING_TAX_ID,1,DZ297270294830,0,Customer Support,Corporate,10000,SUP00021,DPT010,2024-02-23,2730.84,Approved,Buyer_E,1,2024-05-30,2024-05-30,1929.36,0,0,0,Bank Transfer,Completed,1,49.0,-11.0,0,0,0,-24.920000000000073,-1.2751499273389726,0,0,0,-776.5600000000002,-28.436671500344225,0,0,0,4,2,2024,Paid On Time or Early,0,0,,,0,0,10,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5.38,Low Risk,R05 - Supplier missing tax ID
INV0001093,FCT-957674,SUP00214,DPT009,PO0003864,2024-11-06,12714.14,DZD,60,2025-01-05,Validated,0,0,0,60,0,Supplier_0214,IT Services,Algeria,2021-05-17,TAX-50901617,0,DZ952587816155,0,Risk Management,Commercial,10000,SUP00214,DPT009,2024-05-23,23114.9,Approved,Buyer_E,1,2025-02-16,2025-02-16,12749.9,1,0,0,Bank Transfer,Completed,1,102.0,42.0,0,1,1,35.76000000000022,0.2812616504144222,0,0,0,-10400.760000000002,-44.99591172793307,0,0,1,11,4,2024,Very Late Payment,0,0,,,0,0,21,3,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,6,11.29,Low Risk,R07 - Very late payment
INV0001094,FCT-821295,SUP00015,DPT008,PO0005100,2024-01-15,48409.71,DZD,30,2024-02-14,Pending Review,0,0,0,30,0,Supplier_0015,Telecom,Algeria,2017-08-14,TAX-59737421,0,DZ331706763391,0,Legal,Operations,50000,SUP00015,DPT008,2024-01-27,19279.02,Approved,Buyer_B,1,2024-03-29,2024-03-29,48943.96,0,0,0,Bank Transfer,Completed,1,74.0,44.0,0,1,1,534.25,1.1036009098174726,0,0,0,29130.69,151.1004708745569,1,0,0,1,1,2024,Very Late Payment,0,0,,,0,0,20,2,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,10.75,Low Risk,R14 - Invoice exceeds PO amount
INV0001095,FCT-252546,SUP00265,DPT010,PO0004233,2024-12-15,1794.69,DZD,45,2025-01-29,Validated,0,0,0,45,0,Supplier_0265,Logistics,Spain,2022-03-17,TAX-68741805,0,DZ510763472111,0,Customer Support,Corporate,10000,SUP00265,DPT010,2024-07-26,2199.66,Approved,Buyer_A,1,2025-01-24,2025-01-24,1755.41,0,0,0,Card,Completed,1,40.0,-5.0,0,0,0,-39.27999999999997,-2.1886788247552484,0,0,0,-404.9699999999998,-18.410572543029367,0,0,0,12,4,2024,Paid On Time or Early,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,No Exception,No Exception
INV0001096,FCT-431525,SUP00008,DPT006,PO0004279,2024-06-09,4151.08,DZD,45,2024-07-24,Validated,0,0,0,45,0,Supplier_0008,Logistics,France,2023-08-22,TAX-93140497,0,DZ874720876257,0,Marketing,Support,100000,SUP00008,DPT006,2024-02-07,16435.59,Approved,Buyer_C,0,,,0.0,0,0,0,Not Paid,Not Paid,0,,,0,0,0,,,0,0,0,-12284.51,-74.74334660331634,0,0,0,6,2,2024,Unpaid,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,No Exception,No Exception
INV0001097,FCT-119430,SUP00309,DPT007,PO0001396,2024-01-30,3960.68,DZD,45,2024-03-15,Pending Review,0,0,0,45,0,Supplier_0309,Facilities,Algeria,2021-07-31,TAX-92415798,0,DZ491283772127,0,Human Resources,Corporate,25000,SUP00309,DPT001,2024-09-08,1695.99,Pending,Buyer_A,0,,,0.0,0,0,0,Not Paid,Not Paid,0,,,0,0,0,,,0,0,1,2264.6899999999996,133.53203733512578,1,1,0,1,1,2024,Unpaid,0,0,,,0,0,34,3,0,0,0,0,0,0,0,0,0,0,0,0,12,10,12,0,18.28,Medium Risk,R15 - PO not approved
INV0001098,FCT-840160,SUP00001,DPT006,PO0003607,2024-12-16,14213.66,DZD,30,2025-01-15,Disputed,0,0,0,30,0,Supplier_0001,Training,Turkey,2020-02-17,TAX-14868708,0,DZ492684993724,0,Marketing,Support,100000,SUP00001,DPT006,2024-09-22,15606.48,Approved,Buyer_A,1,2024-12-19,2024-12-19,14317.08,0,0,0,Bank Transfer,Completed,1,3.0,-27.0,0,0,0,103.42000000000007,0.7276099189089936,0,0,0,-1392.8199999999997,-8.924626180919718,0,0,0,12,4,2024,Paid On Time or Early,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,No Exception,No Exception
INV0001099,FCT-556451,SUP00073,DPT009,PO0003586,2024-01-19,25584.6,DZD,45,2024-03-04,Validated,0,0,0,45,0,Supplier_0073,Marketing Services,France,2017-01-14,TAX-76125015,0,DZ293660447165,0,Risk Management,Commercial,10000,SUP00073,DPT009,2024-02-07,37375.03,Approved,Buyer_B,1,2024-03-12,2024-03-12,25994.13,0,0,0,Bank Transfer,Completed,1,53.0,8.0,0,1,0,409.5300000000025,1.6006894772636762,0,0,0,-11790.43,-31.54627568191919,0,0,1,1,1,2024,Late Payment,0,0,,,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3.23,Low Risk,R16 - Above department approval threshold
INV0001100,FCT-261084,SUP00009,DPT003,PO0004436,2024-05-10,2740.7,DZD,15,2024-05-25,Pending Review,0,0,0,15,0,Supplier_0009,IT Services,Algeria,2016-04-01,TAX-57792402,0,DZ840812148954,0,IT,Operations,5000,SUP00009,DPT003,2024-08-16,6862.86,Approved,Buyer_E,1,2024-06-13,2024-06-13,2780.57,0,0,0,Bank Transfer,Completed,1,34.0,19.0,0,1,0,39.870000000000346,1.4547378406976448,0,0,0,-4122.16,-60.06475434439869,0,0,0,5,2,2024,Late Payment,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,No Exception,No Exception
INV0001101,FCT-253802,SUP00018,DPT004,PO0001042,2024-04-05,106166.26,EUR,30,2024-05-05,Pending Review,0,0,1,30,0,Supplier_0018,Marketing Services,Algeria,2018-01-24,TAX-35280674,0,DZ775239389152,0,Operations,Technology,10000,SUP00018,DPT004,2024-10-23,8239.39,Rejected,Buyer_A,0,,,0.0,0,0,0,Not Paid,Not Paid,0,,,0,0,0,,,0,0,0,97926.87,1188.5208735112672,1,1,1,4,2,2024,Unpaid,0,0,,,0,0,40,4,0,0,0,12,0,0,0,0,0,0,0,0,0,10,12,6,21.51,Medium Risk,R15 - PO not approved
INV0001102,FCT-113501,SUP00170,DPT006,PO0002869,2024-09-24,6405.75,DZD,45,2024-11-08,Validated,0,0,0,45,0,Supplier_0170,Office Supplies,Algeria,2016-11-13,TAX-40070013,0,DZ608570119567,0,Marketing,Support,100000,SUP00170,DPT006,2024-04-16,33307.28,Approved,Buyer_F,1,2025-02-24,2025-02-24,6407.22,0,0,0,Card,Completed,1,153.0,108.0,0,1,1,1.4700000000002547,0.02294813253717761,0,0,0,-26901.53,-80.76771804842664,0,0,0,9,3,2024,Very Late Payment,0,0,,,0,0,10,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5.38,Low Risk,R07 - Very late payment
INV0001103,FCT-677814,SUP00141,DPT007,PO0001091,2024-03-28,3125.05,DZD,45,2024-05-12,Validated,0,0,0,45,0,Supplier_0141,Telecom,Algeria,2021-09-19,TAX-15771548,0,DZ750802421930,0,Human Resources,Corporate,25000,SUP00013,DPT007,2024-05-24,6561.14,Approved,Buyer_B,1,2024-05-24,2024-05-24,3110.47,0,0,0,Bank Transfer,Completed,1,57.0,12.0,0,1,0,-14.580000000000382,-0.46655253515944967,0,1,0,-3436.09,-52.37031979198736,0,0,0,3,1,2024,Late Payment,0,0,,,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,10.75,Low Risk,R12 - PO supplier mismatch
INV0001104,FCT-380339,SUP00116,DPT006,PO0001481,2024-08-23,25000.0,DZD,30,2024-09-22,Validated,0,1,0,30,0,Supplier_0116,Office Supplies,Algeria,2024-09-14,TAX-92188944,0,DZ626277432523,0,Marketing,Support,100000,SUP00116,DPT006,2024-09-20,5618.22,Pending,Buyer_A,1,2024-09-30,2024-09-30,25235.92,0,0,0,Bank Transfer,Completed,1,38.0,8.0,0,1,0,235.91999999999825,0.9436799999999931,0,0,0,19381.78,344.98079462890377,1,1,0,8,3,2024,Late Payment,0,0,,,0,0,28,3,0,0,6,0,0,0,0,0,0,0,0,0,0,10,12,0,15.05,Medium Risk,R15 - PO not approved
INV0001105,FCT-490084,SUP00003,DPT002,,2024-02-02,7052.06,DZD,45,2024-03-18,Validated,1,0,0,45,0,Supplier_0003,Office Supplies,Turkey,2024-05-16,TAX-67358568,0,DZ131354515251,0,Procurement,Operations,50000,,,,,,,0,,,0.0,0,0,0,Not Paid,Not Paid,0,,,0,0,0,,,0,0,0,,,0,0,0,2,1,2024,Unpaid,0,0,,,0,0,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45,Low Risk,R01 - Invoice without purchase order
INV0001106,FCT-306966,SUP00265,DPT009,PO0000379,2024-01-12,20000.0,DZD,90,2024-04-11,Validated,0,1,0,90,0,Supplier_0265,Logistics,Spain,2022-03-17,TAX-68741805,0,DZ510763472111,0,Risk Management,Commercial,10000,SUP00265,DPT009,2024-02-26,30670.11,Rejected,Buyer_A,1,2024-04-25,2024-04-25,19946.98,0,0,0,Bank Transfer,Completed,1,104.0,14.0,0,1,0,-53.02000000000044,-0.26510000000000217,0,0,0,-10670.11,-34.78993065235175,0,1,1,1,1,2024,Late Payment,0,0,,,0,0,24,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,12,6,12.9,Low Risk,R15 - PO not approved
INV0001107,FCT-469948,SUP00184,DPT011,,2024-01-27,3217.28,EUR,30,2024-02-26,Validated,1,0,0,30,0,Supplier_0184,Facilities,Algeria,2017-09-16,TAX-30985700,0,DZ829866612015,0,Logistics,Technology,25000,,,,,,,1,2024-03-13,2024-03-13,3277.11,0,0,0,Card,Completed,1,46.0,16.0,0,1,0,59.82999999999993,1.859645414760292,0,0,0,,,0,0,0,1,1,2024,Late Payment,0,0,,,0,0,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45,Low Risk,R01 - Invoice without purchase order
INV0001108,FCT-460517,SUP00030,DPT004,PO0003266,2024-03-25,67341.94,DZD,30,2024-04-24,Validated,0,0,0,30,0,Supplier_0030,Logistics,France,2015-10-04,MISSING_TAX_ID,1,DZ991349611623,0,Operations,Technology,10000,SUP00030,DPT004,2024-05-03,8935.13,Approved,Buyer_C,1,2024-05-10,2024-05-10,69679.94,0,0,0,Bank Transfer,Completed,1,46.0,16.0,0,1,0,2338.0,3.4718334517835387,0,0,0,58406.810000000005,653.6761076783439,1,0,1,3,1,2024,Late Payment,0,0,,,0,0,26,3,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,6,13.98,Low Risk,R14 - Invoice exceeds PO amount
INV0001109,FCT-509355,SUP00005,DPT008,PO0001916,2024-06-27,1914.15,DZD,30,2024-07-27,Validated,0,0,0,30,0,Supplier_0005,Consulting,Algeria,2022-11-17,TAX-84459703,0,DZ840814585673,0,Legal,Operations,50000,SUP00005,DPT008,2024-07-30,3655.32,Approved,Buyer_F,1,2024-11-20,2024-11-20,1880.27,0,0,0,Bank Transfer,Completed,1,146.0,116.0,0,1,1,-33.88000000000011,-1.7699762296580785,0,0,0,-1741.17,-47.63385968943896,0,0,0,6,2,2024,Very Late Payment,0,0,,,0,0,10,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5.38,Low Risk,R07 - Very late payment
INV0001110,FCT-457926,SUP00004,DPT003,PO0000651,2024-08-17,21910.1,DZD,30,2024-09-16,Validated,0,0,0,30,0,Supplier_0004,Professional Services,Turkey,2019-12-31,TAX-81427183,0,DZ687031845818,0,IT,Operations,5000,SUP00004,DPT003,2024-06-21,5430.61,Approved,Buyer_D,1,2024-08-23,2024-08-23,22021.66,0,0,0,Bank Transfer,Completed,1,6.0,-24.0,0,0,0,111.56000000000131,0.5091715692762758,0,0,0,16479.489999999998,303.45559706920585,1,0,1,8,3,2024,Paid On Time or Early,0,0,,,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,8.6,Low Risk,R14 - Invoice exceeds PO amount
INV0001111,FCT-208993,SUP00108,DPT003,PO0000369,2024-08-11,2360.49,EUR,90,2024-11-09,Pending Review,0,0,0,90,0,Supplier_0108,Marketing Services,Algeria,2023-11-04,TAX-82450557,0,DZ825571868899,0,IT,Operations,5000,SUP00108,DPT003,2024-06-15,6896.54,Approved,Buyer_B,1,2024-11-28,2024-11-28,2357.21,0,1,0,Cash,Completed,1,109.0,19.0,0,1,0,-3.2799999999997453,-0.13895420018723847,0,0,0,-4536.05,-65.7728368138226,0,0,0,8,3,2024,Late Payment,0,0,,,0,0,10,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5.38,Low Risk,R10 - Cash payment
INV0001112,FCT-873796,SUP00010,DPT001,PO0001919,2024-02-03,2933.22,DZD,45,2024-03-19,Validated,0,0,0,45,0,Supplier_0010,Facilities,Algeria,2023-12-23,TAX-49419063,0,DZ585047589637,0,Finance,Corporate,50000,SUP00010,DPT001,2024-03-18,27778.56,Approved,Buyer_D,1,2024-03-20,2024-03-20,2844.73,0,0,0,Bank Transfer,Completed,1,46.0,1.0,0,1,0,-88.48999999999978,-3.016821104451756,0,0,0,-24845.34,-89.44070534973734,0,0,0,2,1,2024,Late Payment,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,No Exception,No Exception
INV0001113,FCT-347234,SUP00163,DPT006,PO0003029,2024-05-13,5463.07,DZD,15,2024-05-28,Validated,0,0,0,15,0,Supplier_0163,Logistics,Algeria,2021-02-17,TAX-38999410,0,DZ546775734194,0,Marketing,Support,100000,SUP00163,DPT006,2024-04-01,3560.93,Approved,Buyer_B,1,2024-05-24,2024-05-24,5495.17,0,0,0,Bank Transfer,Completed,1,11.0,-4.0,0,0,0,32.100000000000364,0.5875817077211233,0,0,0,1902.1399999999999,53.41694444990493,1,0,0,5,2,2024,Paid On Time or Early,0,0,,,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5.38,Low Risk,R14 - Invoice exceeds PO amount
INV0001114,FCT-100750,SUP00002,DPT002,,2024-06-15,10252.11,EUR,90,2024-09-13,Validated,1,0,0,90,0,Supplier_0002,Training,Germany,2018-07-07,TAX-77575471,0,DZ797161493162,0,Procurement,Operations,50000,,,,,,,1,2024-06-12,2024-06-12,10230.3,0,1,0,Cash,Completed,1,-3.0,-93.0,1,0,0,-21.81000000000131,-0.21273669517788343,0,0,0,,,0,0,0,6,2,2024,Paid On Time or Early,0,0,,,0,0,40,3,12,0,0,0,0,18,0,0,0,10,0,0,0,0,0,0,21.51,Medium Risk,R06 - Payment before invoice date
INV0001115,FCT-502929,SUP00169,DPT005,PO0004523,2024-05-23,905.56,DZD,45,2024-07-07,Validated,0,0,0,45,0,Supplier_0169,Marketing Services,Tunisia,2018-01-31,TAX-83168296,0,DZ435754528801,0,Sales,Technology,10000,SUP00169,DPT005,2024-10-10,10169.92,Approved,Buyer_E,1,2024-06-13,2024-06-13,916.78,0,0,0,Bank Transfer,Completed,1,21.0,-24.0,0,0,0,11.220000000000027,1.2390123238658983,0,0,0,-9264.36,-91.09570183442938,0,0,0,5,2,2024,Paid On Time or Early,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,No Exception,No Exception
INV0001116,FCT-374727,SUP00008,DPT004,,2024-09-04,50000.0,USD,30,2024-10-04,Pending Review,1,1,0,30,0,Supplier_0008,Logistics,France,2023-08-22,TAX-93140497,0,DZ874720876257,0,Operations,Technology,10000,,,,,,,1,2025-01-26,2025-01-26,50671.49,1,0,0,Bank Transfer,Completed,1,144.0,114.0,0,1,1,671.489999999998,1.3429799999999958,0,0,0,,,0,0,1,9,3,2024,Very Late Payment,0,0,,,0,0,39,5,12,0,6,0,0,0,10,0,5,0,0,0,0,0,0,6,20.97,Medium Risk,R01 - Invoice without purchase order
INV0001117,FCT-787807,SUP00246,DPT009,PO0004845,2024-06-29,19603.31,DZD,15,2024-07-14,Validated,0,0,0,15,0,Supplier_0246,Marketing Services,Algeria,2024-01-05,TAX-32449434,0,DZ379588766572,0,Risk Management,Commercial,10000,SUP00246,DPT009,2024-09-02,963.74,Approved,Buyer_F,1,2024-07-04,2024-07-04,19653.42,0,0,0,Bank Transfer,Completed,1,5.0,-10.0,0,0,0,50.109999999996944,0.25562009681016595,0,0,0,18639.57,1934.0869944175815,1,0,1,6,2,2024,Paid On Time or Early,0,0,,,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,8.6,Low Risk,R14 - Invoice exceeds PO amount
INV0001118,FCT-424907,SUP00248,DPT008,PO0003076,2024-05-04,19501.37,DZD,90,2024-08-02,Validated,0,0,0,90,0,Supplier_0248,Marketing Services,United Kingdom,2017-04-28,TAX-52855940,0,DZ357442571656,0,Legal,Operations,50000,SUP00248,DPT008,2024-10-17,22089.67,Approved,Buyer_B,1,2024-08-25,2024-08-25,19774.28,1,0,0,Bank Transfer,Completed,1,113.0,23.0,0,1,0,272.90999999999985,1.3994401418977225,0,0,0,-2588.2999999999993,-11.717241588489097,0,0,0,5,2,2024,Late Payment,0,0,,,0,0,5,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2.69,Low Risk,R09 - Weekend payment
INV0001119,FCT-896185,SUP00013,DPT003,PO0000351,2024-03-20,4298.93,DZD,30,2024-04-19,Validated,0,0,0,30,0,Supplier_0013,Professional Services,Tunisia,2022-02-23,TAX-77856270,0,DZ455033366144,0,IT,Operations,5000,SUP00013,DPT003,2024-08-28,3036.47,Approved,Buyer_D,1,2024-05-07,2024-05-07,4218.34,0,0,0,Check,Completed,1,48.0,18.0,0,1,0,-80.59000000000015,-1.874652529815562,0,0,0,1262.4600000000005,41.576567527424956,1,0,0,3,1,2024,Late Payment,0,0,,,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5.38,Low Risk,R14 - Invoice exceeds PO amount
INV0001120,FCT-368282,SUP00009,DPT009,PO0004332,2024-04-23,1553.72,DZD,30,2024-05-23,Validated,0,0,0,30,0,Supplier_0009,IT Services,Algeria,2016-04-01,TAX-57792402,0,DZ840812148954,0,Risk Management,Commercial,10000,SUP00009,DPT009,2024-11-17,9520.3,Approved,Buyer_B,1,2024-06-29,2024-06-29,1552.17,1,0,1,Check,Failed,1,67.0,37.0,0,1,1,-1.5499999999999545,-0.09976057462090689,0,0,0,-7966.579999999999,-83.67992605275043,0,0,0,4,2,2024,Payment Issue,0,0,,,0,0,22,3,0,0,0,0,0,0,10,0,5,0,7,0,0,0,0,0,11.83,Low Risk,R07 - Very late payment
INV0001121,FCT-344192,SUP00225,DPT002,,2024-10-28,7691.42,DZD,60,2024-12-27,Disputed,1,0,0,60,0,Supplier_0225,Telecom,Germany,2018-05-18,TAX-45105632,0,DZ581140676159,0,Procurement,Operations,50000,,,,,,,1,2025-03-24,2025-03-24,7826.22,0,0,0,Bank Transfer,Completed,1,147.0,87.0,0,1,1,134.80000000000018,1.7526022502996867,0,0,0,,,0,0,0,10,4,2024,Very Late Payment,0,0,,,0,0,22,2,12,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,11.83,Low Risk,R01 - Invoice without purchase order
INV0001122,FCT-181049,SUP00007,DPT004,PO0001474,2024-09-20,15655.28,DZD,30,2024-10-20,Validated,0,0,0,30,0,Supplier_0007,Telecom,Germany,2020-06-10,TAX-28957574,0,DZ232177361339,0,Operations,Technology,10000,SUP00007,DPT004,2024-03-18,8547.09,Approved,Buyer_E,1,2024-11-06,2024-11-06,15852.25,0,0,0,Bank Transfer,Completed,1,47.0,17.0,0,1,0,196.96999999999935,1.2581697676438832,0,0,0,7108.1900000000005,83.16503043725993,1,0,1,9,3,2024,Late Payment,0,0,,,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,8.6,Low Risk,R14 - Invoice exceeds PO amount
INV0001123,FCT-241495,SUP00015,DPT005,PO0004739,2024-06-06,7396.68,DZD,45,2024-07-21,Validated,0,0,0,45,0,Supplier_0015,Telecom,Algeria,2017-08-14,TAX-59737421,0,DZ331706763391,0,Sales,Technology,10000,SUP00015,DPT005,2024-11-02,10213.17,Approved,Buyer_E,0,,,0.0,0,0,0,Not Paid,Not Paid,0,,,0,0,0,,,0,0,0,-2816.49,-27.577040233345766,0,0,0,6,2,2024,Unpaid,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,No Exception,No Exception
INV0001124,FCT-374173,SUP00156,DPT011,PO0000204,2024-06-01,30217.88,USD,30,2024-07-01,Validated,0,0,0,30,0,Supplier_0156,Professional Services,United Arab Emirates,2020-03-06,TAX-64920469,0,DZ104156918958,0,Logistics,Technology,25000,SUP00156,DPT011,2024-11-03,22200.22,Approved,Buyer_E,1,2024-06-08,2024-06-08,30139.72,1,0,0,Bank Transfer,Completed,1,7.0,-23.0,0,0,0,-78.15999999999985,-0.25865480966897697,0,0,0,8017.66,36.115227686932826,1,0,1,6,2,2024,Paid On Time or Early,0,0,,,0,0,21,3,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,6,11.29,Low Risk,R14 - Invoice exceeds PO amount
INV0001125,FCT-428952,SUP00002,DPT007,PO0001759,2024-04-18,4401.83,DZD,45,2024-06-02,Validated,0,0,0,45,0,Supplier_0002,Training,Germany,2018-07-07,TAX-77575471,0,DZ797161493162,0,Human Resources,Corporate,25000,SUP00002,DPT002,2024-04-24,8097.95,Approved,Buyer_F,1,2024-07-20,2024-07-20,4430.15,1,0,0,Bank Transfer,Completed,1,93.0,48.0,0,1,1,28.31999999999971,0.6433687807116519,0,0,1,-3696.12,-45.64266264918899,0,0,0,4,2,2024,Very Late Payment,0,0,,,0,0,27,3,0,0,0,0,0,0,10,0,5,0,0,0,12,0,0,0,14.52,Low Risk,R13 - PO department mismatch
