supplier_id,supplier_name,supplier_category,supplier_country,onboarding_date,payment_terms_days,tax_id,bank_account,missing_tax_id_flag,missing_bank_account_flag,tax_id_clean
SUP00227,Supplier_0227,Office Supplies,Morocco,2016-03-16,30,,DZ962836773373,1,0,MISSING_TAX_ID
SUP00228,Supplier_0228,Facilities,United Arab Emirates,2017-11-26,30,TAX-35782753,DZ136359305957,0,0,TAX-35782753
SUP00229,Supplier_0229,Facilities,Algeria,2015-05-26,30,,DZ735217303265,1,0,MISSING_TAX_ID
SUP00230,Supplier_0230,Maintenance,United Arab Emirates,2019-12-15,30,TAX-95131114,DZ371588380026,0,0,TAX-95131114
SUP00231,Supplier_0231,Marketing Services,Algeria,2022-07-30,30,TAX-23856722,DZ912690238064,0,0,TAX-23856722
SUP00232,Supplier_0232,Logistics,Morocco,2024-05-22,15,TAX-12376227,DZ140603271138,0,0,TAX-12376227
SUP00233,Supplier_0233,Professional Services,France,2019-10-10,30,TAX-48052029,DZ942286691809,0,0,TAX-48052029
SUP00234,Supplier_0234,Maintenance,France,2023-07-13,90,TAX-46097356,DZ853728169408,0,0,TAX-46097356
SUP00235,Supplier_0235,Office Supplies,Algeria,2024-08-09,45,TAX-65770166,DZ205753944027,0,0,TAX-65770166
SUP00236,Supplier_0236,IT Services,Turkey,2023-05-19,30,TAX-88996125,DZ153841903585,0,0,TAX-88996125
SUP00237,Supplier_0237,Consulting,Algeria,2019-07-14,30,TAX-93961069,DZ851236897893,0,0,TAX-93961069
SUP00238,Supplier_0238,Facilities,Algeria,2018-03-03,30,TAX-36067501,DZ240181903876,0,0,TAX-36067501
SUP00239,Supplier_0239,Marketing Services,Algeria,2017-05-11,30,TAX-98273902,DZ581408337677,0,0,TAX-98273902
SUP00240,Supplier_0240,Marketing Services,Germany,2022-09-26,45,TAX-66939498,DZ924170372089,0,0,TAX-66939498
SUP00241,Supplier_0241,Marketing Services,Algeria,2021-05-02,60,TAX-16267657,DZ610703302193,0,0,TAX-16267657
SUP00242,Supplier_0242,Telecom,Turkey,2017-03-01,60,TAX-94460183,DZ457509971325,0,0,TAX-94460183
SUP00243,Supplier_0243,IT Services,France,2020-05-31,90,TAX-22419776,DZ500514449368,0,0,TAX-22419776
SUP00244,Supplier_0244,IT Services,Algeria,2022-10-26,90,TAX-62973608,DZ156805453633,0,0,TAX-62973608
SUP00245,Supplier_0245,Office Supplies,Algeria,2017-08-05,90,TAX-81166416,DZ971877089224,0,0,TAX-81166416
SUP00246,Supplier_0246,Marketing Services,Algeria,2024-01-05,15,TAX-32449434,DZ379588766572,0,0,TAX-32449434
SUP00247,Supplier_0247,Professional Services,France,2023-01-07,30,TAX-34356893,DZ270427142505,0,0,TAX-34356893
SUP00248,Supplier_0248,Marketing Services,United Kingdom,2017-04-28,30,TAX-52855940,DZ357442571656,0,0,TAX-52855940
SUP00249,Supplier_0249,Marketing Services,Algeria,2015-05-12,45,TAX-89636414,DZ967935875401,0,0,TAX-89636414
SUP00250,Supplier_0250,Facilities,United Arab Emirates,2015-07-15,15,TAX-30124299,DZ184857448139,0,0,TAX-30124299
SUP00251,Supplier_0251,Consulting,Algeria,2018-08-19,60,TAX-69710792,DZ880572736450,0,0,TAX-69710792
SUP00252,Supplier_0252,Maintenance,United Kingdom,2024-04-16,45,TAX-50733246,DZ737059504960,0,0,TAX-50733246
SUP00253,Supplier_0253,Maintenance,Turkey,2015-06-23,30,TAX-20066032,DZ847017261242,0,0,TAX-20066032
SUP00254,Supplier_0254,Marketing Services,Germany,2018-08-06,30,TAX-73978912,DZ978307786330,0,0,TAX-73978912
SUP00255,Supplier_0255,Training,Spain,2016-01-25,30,TAX-84927634,DZ857939189964,0,0,TAX-84927634
SUP00256,Supplier_0256,Office Supplies,United Arab Emirates,2024-01-30,30,TAX-61807062,DZ949044116149,0,0,TAX-61807062
SUP00257,Supplier_0257,Facilities,Algeria,2021-08-01,60,TAX-24015309,DZ214241731111,0,0,TAX-24015309
SUP00258,Supplier_0258,Logistics,Algeria,2022-06-08,45,TAX-48114585,DZ816209708649,0,0,TAX-48114585
SUP00259,Supplier_0259,Maintenance,Algeria,2021-12-14,45,TAX-55577690,DZ591108124672,0,0,TAX-55577690
SUP00260,Supplier_0260,Maintenance,Algeria,2021-05-28,30,TAX-31929034,DZ589146035571,0,0,TAX-31929034
SUP00261,Supplier_0261,Training,Germany,2022-07-17,30,TAX-55068952,DZ909029418687,0,0,TAX-55068952
SUP00262,Supplier_0262,Marketing Services,France,2015-01-29,30,TAX-36557112,DZ974623436781,0,0,TAX-36557112
SUP00263,Supplier_0263,Office Supplies,United Arab Emirates,2023-06-09,45,TAX-71754661,DZ734354490738,0,0,TAX-71754661
SUP00264,Supplier_0264,IT Services,Algeria,2022-03-18,45,TAX-81682668,DZ534644550524,0,0,TAX-81682668
SUP00265,Supplier_0265,Logistics,Spain,2022-03-17,30,TAX-68741805,DZ510763472111,0,0,TAX-68741805
SUP00266,Supplier_0266,Training,Algeria,2018-11-01,60,TAX-10112261,DZ447707311500,0,0,TAX-10112261
SUP00267,Supplier_0267,IT Services,Algeria,2022-10-22,30,TAX-99283779,DZ425439126615,0,0,TAX-99283779
SUP00268,Supplier_0268,Training,Spain,2018-09-21,60,TAX-12139084,DZ452356157515,0,0,TAX-12139084
SUP00269,Supplier_0269,Maintenance,Morocco,2015-06-24,30,TAX-99947970,DZ180777911725,0,0,TAX-99947970
SUP00270,Supplier_0270,Consulting,France,2023-11-06,30,TAX-12859701,DZ169692476734,0,0,TAX-12859701
SUP00271,Supplier_0271,Logistics,Algeria,2017-04-14,60,TAX-56481345,DZ801882859484,0,0,TAX-56481345
SUP00272,Supplier_0272,Maintenance,France,2015-12-29,30,TAX-19537381,DZ501465603627,0,0,TAX-19537381
SUP00273,Supplier_0273,Logistics,Algeria,2021-01-22,30,TAX-18567917,DZ937616039689,0,0,TAX-18567917
SUP00274,Supplier_0274,Consulting,Turkey,2017-04-11,30,TAX-71505627,DZ650998907733,0,0,TAX-71505627
SUP00275,Supplier_0275,Professional Services,Spain,2023-05-13,30,TAX-75505896,DZ131658383965,0,0,TAX-75505896
SUP00276,Supplier_0276,Professional Services,Algeria,2019-04-29,45,TAX-97899766,DZ241771007185,0,0,TAX-97899766
SUP00277,Supplier_0277,Consulting,Algeria,2015-01-17,60,TAX-38841529,DZ285237813711,0,0,TAX-38841529
SUP00278,Supplier_0278,Office Supplies,Algeria,2024-04-11,60,TAX-38649374,DZ978162421949,0,0,TAX-38649374
SUP00279,Supplier_0279,Office Supplies,Morocco,2020-01-07,30,TAX-36727958,DZ296833803536,0,0,TAX-36727958
SUP00280,Supplier_0280,Professional Services,Algeria,2017-07-25,30,TAX-51508799,DZ564180108658,0,0,TAX-51508799
SUP00281,Supplier_0281,Telecom,Germany,2021-08-08,30,TAX-26005076,DZ942559238475,0,0,TAX-26005076
SUP00282,Supplier_0282,Telecom,France,2020-03-03,30,TAX-48229922,DZ979473456921,0,0,TAX-48229922
SUP00283,Supplier_0283,Facilities,Algeria,2015-04-16,30,,DZ312724391844,1,0,MISSING_TAX_ID
SUP00284,Supplier_0284,Telecom,Algeria,2022-05-28,60,TAX-14627723,DZ144205879374,0,0,TAX-14627723
SUP00285,Supplier_0285,Logistics,Tunisia,2018-11-29,60,TAX-43186308,DZ238241649283,0,0,TAX-43186308
SUP00286,Supplier_0286,Consulting,Algeria,2021-10-27,45,TAX-70503798,DZ156995630832,0,0,TAX-70503798
SUP00287,Supplier_0287,Professional Services,Algeria,2023-09-24,30,TAX-78678086,DZ275611816982,0,0,TAX-78678086
SUP00288,Supplier_0288,Facilities,Spain,2020-12-13,30,TAX-41800392,DZ611712743232,0,0,TAX-41800392
SUP00289,Supplier_0289,Facilities,France,2021-07-18,30,TAX-39137162,DZ921203916665,0,0,TAX-39137162
SUP00290,Supplier_0290,Office Supplies,Tunisia,2017-06-25,30,TAX-80871747,DZ583496995324,0,0,TAX-80871747
SUP00291,Supplier_0291,Office Supplies,Algeria,2019-01-17,30,TAX-71306949,DZ663390601028,0,0,TAX-71306949
SUP00292,Supplier_0292,IT Services,Algeria,2023-04-24,30,TAX-84890805,DZ281680526448,0,0,TAX-84890805
SUP00293,Supplier_0293,Consulting,Algeria,2020-02-10,30,TAX-91549127,DZ820525258605,0,0,TAX-91549127
SUP00294,Supplier_0294,Maintenance,Algeria,2018-05-23,90,TAX-83910769,DZ656010017654,0,0,TAX-83910769
SUP00295,Supplier_0295,Maintenance,Algeria,2022-08-07,30,TAX-94283707,DZ877723146272,0,0,TAX-94283707
SUP00296,Supplier_0296,Logistics,Algeria,2023-04-26,90,TAX-47499939,DZ953958796304,0,0,TAX-47499939
SUP00297,Supplier_0297,Logistics,Algeria,2023-10-19,30,TAX-45520463,DZ413110698180,0,0,TAX-45520463
SUP00298,Supplier_0298,Training,Algeria,2017-11-30,45,TAX-38939111,DZ181521152681,0,0,TAX-38939111
SUP00299,Supplier_0299,Marketing Services,Algeria,2021-12-01,30,TAX-31170034,DZ303336062124,0,0,TAX-31170034
SUP00300,Supplier_0300,Training,France,2020-10-02,30,TAX-77393869,DZ494057409107,0,0,TAX-77393869
SUP00301,Supplier_0301,Facilities,France,2019-05-18,15,,DZ951124286641,1,0,MISSING_TAX_ID
SUP00302,Supplier_0302,Logistics,Algeria,2018-11-14,30,TAX-82125048,DZ440478840135,0,0,TAX-82125048
SUP00303,Supplier_0303,Office Supplies,Algeria,2017-09-05,60,TAX-25065181,DZ793695892298,0,0,TAX-25065181
SUP00304,Supplier_0304,Facilities,Algeria,2020-05-10,30,TAX-54213169,DZ586429022953,0,0,TAX-54213169
SUP00305,Supplier_0305,Professional Services,France,2023-08-23,45,TAX-29976307,DZ264527893387,0,0,TAX-29976307
SUP00306,Supplier_0306,Office Supplies,Algeria,2023-06-12,30,TAX-90372790,DZ388660707057,0,0,TAX-90372790
SUP00307,Supplier_0307,Professional Services,Algeria,2021-08-15,30,TAX-22951782,DZ687872696519,0,0,TAX-22951782
SUP00308,Supplier_0308,Maintenance,Algeria,2015-10-29,30,TAX-89116189,DZ705568055215,0,0,TAX-89116189
SUP00309,Supplier_0309,Facilities,Algeria,2021-07-31,30,TAX-92415798,DZ491283772127,0,0,TAX-92415798
SUP00310,Supplier_0310,Office Supplies,Algeria,2018-05-02,90,TAX-18648570,DZ305781042395,0,0,TAX-18648570
SUP00311,Supplier_0311,Facilities,Algeria,2019-05-21,60,TAX-39330414,DZ749716101560,0,0,TAX-39330414
SUP00312,Supplier_0312,Facilities,Algeria,2021-12-29,45,TAX-23817296,DZ251985737451,0,0,TAX-23817296
SUP00313,Supplier_0313,Consulting,Spain,2019-02-21,30,TAX-37707918,DZ943002722677,0,0,TAX-37707918
SUP00314,Supplier_0314,Consulting,France,2020-03-14,30,TAX-58045600,DZ269113221132,0,0,TAX-58045600
SUP00315,Supplier_0315,Maintenance,France,2024-09-25,60,,DZ196581126549,1,0,MISSING_TAX_ID
SUP00316,Supplier_0316,IT Services,Algeria,2021-03-22,30,TAX-16076663,DZ547882932128,0,0,TAX-16076663
SUP00317,Supplier_0317,Office Supplies,Germany,2017-11-21,15,TAX-55902682,DZ567594638298,0,0,TAX-55902682
SUP00318,Supplier_0318,Marketing Services,Algeria,2022-07-23,30,TAX-14752639,DZ557373623299,0,0,TAX-14752639
SUP00319,Supplier_0319,Facilities,Algeria,2020-03-16,45,TAX-30402641,DZ493000740404,0,0,TAX-30402641
SUP00320,Supplier_0320,Facilities,France,2016-05-02,45,TAX-10046686,DZ995333403545,0,0,TAX-10046686
